6,3,11,7,8,5,1,2,4,9,10,12
10,4,5,2,9,7,3,11,6,12,1,8
8,10,11,6,9,4,5,1,7,3,2,12
4,9,2,6,5,11,10,12,1,7,8,3
7,6,12,3,10,8,11,5,4,1,2,9
8,9,12,2,10,3,7,4,1,11,5,6
5,2,6,4,9,8,12,11,7,1,10,3
8,7,12,2,5,9,6,4,3,10,1,11
3,5,9,11,7,4,2,8,1,10,12,6
11,4,7,5,12,3,9,1,2,8,6,10
3,7,1,9,8,11,4,10,5,6,12,2
4,8,3,1,2,11,12,7,6,10,9,5
8,2,4,5,3,6,1,7,12,11,9,10
9,4,10,7,1,3,6,8,5,2,11,12
6,7,2,8,3,4,12,1,11,9,10,5
10,6,4,2,7,1,8,5,3,12,9,11
4,10,2,3,1,5,6,12,9,8,11,7
12,7,10,8,1,9,4,6,5,11,3,2
12,2,8,1,3,5,7,4,11,9,6,10
8,7,1,4,9,10,2,11,12,3,5,6
4,1,9,2,10,7,12,8,6,3,5,11
9,2,7,6,3,1,4,5,12,10,11,8
1,7,5,2,3,9,8,4,11,6,10,12
5,4,2,8,7,10,11,3,6,12,1,9
6,8,3,4,12,7,11,2,10,1,5,9
3,1,4,6,10,12,5,11,2,9,8,7
7,8,9,10,5,4,2,3,12,6,11,1
9,1,12,11,7,2,4,8,3,6,5,10
7,2,9,4,1,10,3,11,8,6,12,5
10,12,9,3,1,6,5,8,7,4,2,11
1,9,5,6,12,7,2,11,4,10,3,8
4,1,6,9,12,10,7,2,3,8,5,11
12,6,10,4,5,11,3,9,1,8,7,2
12,6,3,4,2,5,1,8,7,11,9,10
1,11,2,10,5,3,9,12,4,7,6,8
3,5,4,6,2,7,9,11,8,1,10,12
8,10,3,9,5,1,11,6,4,7,12,2
8,4,1,6,10,11,9,5,3,12,2,7
4,8,5,11,1,9,3,7,10,6,12,2
7,5,1,3,6,11,10,8,12,9,4,2
