4,2,12,6,8,9,11,1,7,3,5,10
3,2,8,1,10,9,7,4,12,11,6,5
9,1,12,3,10,8,7,2,11,6,5,4
4,1,12,6,10,9,3,2,5,8,11,7
12,9,3,4,2,5,8,11,10,1,7,6
6,8,4,2,10,11,3,1,9,7,5,12
1,4,10,12,7,6,9,8,11,5,2,3
6,10,11,4,3,8,12,9,2,5,1,7
11,1,9,3,6,8,10,2,12,4,5,7
1,10,12,3,9,4,11,8,2,5,6,7
2,8,4,12,7,1,9,3,10,11,6,5
12,10,11,2,3,9,7,6,4,5,1,8
3,4,12,7,11,10,6,2,1,8,5,9
11,8,1,4,6,7,2,9,10,12,3,5
3,6,5,8,7,11,2,4,10,1,9,12
11,5,3,10,8,9,2,4,1,7,12,6
6,3,12,11,5,4,10,2,9,1,8,7
5,12,9,2,4,7,8,3,6,11,1,10
3,10,4,9,2,6,7,8,1,12,5,11
1,10,11,6,5,12,9,3,8,7,2,4
2,10,4,1,5,7,6,12,9,11,8,3
6,8,5,3,9,10,4,11,7,12,1,2
1,6,11,7,8,10,4,12,3,2,9,5
12,4,6,9,7,5,11,1,3,8,10,2
1,9,3,7,6,10,8,4,12,2,5,11
7,11,8,12,9,5,3,6,4,2,1,10
7,9,2,5,4,6,11,1,12,3,10,8
10,2,8,12,1,3,9,4,5,6,11,7
4,8,9,7,6,1,5,10,2,11,12,3
11,10,2,12,3,6,5,8,1,9,7,4
5,12,1,3,9,11,10,2,7,8,6,4
7,12,3,2,11,9,6,1,4,8,5,10
2,1,11,7,3,4,5,10,8,9,12,6
10,9,7,6,3,12,8,5,2,1,11,4
12,1,5,9,2,6,10,4,3,11,8,7
2,12,11,4,1,3,7,6,8,9,10,5
6,7,5,12,3,9,2,4,10,8,11,1
1,8,11,9,7,6,12,5,3,4,10,2
11,9,5,3,8,2,7,4,12,1,6,10
8,4,9,1,7,11,3,6,5,12,2,10
4,1,2,6,8,12,9,11,3,10,7,5
3,4,6,11,12,10,8,7,5,2,9,1
3,11,9,8,6,4,12,5,7,2,10,1
2,4,12,1,7,5,11,9,6,8,3,10
6,5,3,7,2,10,11,1,8,12,4,9
